acts,rfwov,sbd,simo,disc,date,rpGroup,rp,evType,chType,crFlag,commit
1,16.26,,,,20140107,U,COXX,NAC,SP,none,none
2,32.52,,,,20140109,U,COXX,NAC,SP,none,none
2,32.52,,,,20140110,U,COXX,NAC,SP,none,none
1,16.26,,,,20140111,U,COXX,NAC,SP,none,none
1,16.26,,,,20140115,U,COXX,NAC,SP,none,none
1,16.26,,,,20140118,U,COXX,NAC,SP,none,none
1,16.26,,,,20140119,U,COXX,NAC,SP,none,none
1,16.26,,,,20140123,U,COXX,NAC,SP,none,none
1,16.26,,,,20140124,U,COXX,NAC,SP,none,none
1,16.26,,,,20140126,U,COXX,NAC,SP,none,none
1,16.26,,,,20140128,U,COXX,NAC,SP,none,none
1,16.26,,,,20140201,U,COXX,NAC,SP,none,none
1,16.26,,,,20140203,U,COXX,NAC,SP,none,none
1,16.26,,,,20140205,U,COXX,NAC,SP,none,none
2,32.52,,,,20140206,U,COXX,NAC,SP,none,none
2,32.52,,,,20140208,U,COXX,NAC,SP,none,none
1,16.26,,,,20140211,U,COXX,NAC,SP,none,none
1,16.26,,,,20140214,U,COXX,NAC,SP,none,none
1,16.26,,,,20140215,U,COXX,NAC,SP,none,none
1,16.26,,,,20140221,U,COXX,NAC,SP,none,none
1,16.26,,,,20140222,U,COXX,NAC,SP,none,none
3,48.78,,,,20140227,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140228,U,COXX,NAC,SP,none,none
2,32.52,,,,20140312,U,COXX,NAC,SP,none,none
1,16.26,,,,20140313,U,COXX,NAC,SP,none,none
1,16.26,,,,20140314,U,COXX,NAC,SP,none,none
1,16.26,,,,20140317,U,COXX,NAC,SP,none,none
1,16.26,,,,20140320,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140324,U,COXX,NAC,SP,none,none
1,16.26,,,,20140328,U,COXX,NAC,SP,none,none
1,16.26,,,,20140329,U,COXX,NAC,SP,none,none
1,16.26,,,,20140331,U,COXX,NAC,SP,none,none
1,16.26,,,,20140401,U,COXX,NAC,SP,none,none
2,32.52,,,,20140403,U,COXX,NAC,SP,none,none
1,16.26,,,,20140410,U,COXX,NAC,SP,none,none
1,16.26,,,,20140411,U,COXX,NAC,SP,none,none
1,16.26,,,,20140414,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140417,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140418,U,COXX,NAC,SP,none,none
1,16.26,,,,20140424,U,COXX,NAC,SP,none,none
1,16.26,,,,20140428,U,COXX,NAC,SP,none,none
1,16.26,,,,20140430,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140503,U,COXX,NAC,SP,none,none
1,16.26,,,,20140507,U,COXX,NAC,SP,none,none
1,16.26,,,,20140513,U,COXX,NAC,SP,none,none
1,16.26,,,,20140515,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140519,U,COXX,NAC,SP,none,none
1,16.26,,,1.626,20140523,U,COXX,NAC,SP,none,none
4,146.341,,,,20140414,U,COXLV,NAC,SP,none,none
1,16.26,,,,20140606,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140609,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140610,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140612,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140618,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140619,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140620,U,CPXX,NAC,SP,none,none
1,16.26,,,1.626,20140621,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140623,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140624,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140625,U,CPXX,NAC,SP,none,none
2,32.52,,,,20140626,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140701,U,CPXX,NAC,SP,none,none
2,32.52,,,,20140704,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140707,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140708,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140714,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140715,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140716,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140726,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140729,U,CPXX,NAC,SP,none,none
2,32.52,,,,20140731,U,CPXX,NAC,SP,none,none
2,32.52,,,,20140804,U,CPXX,NAC,SP,none,none
3,48.78,,,,20140805,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140809,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140825,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140828,U,CPXX,NAC,SP,none,none
1,16.26,,,,20140902,U,CPXX,NAC,SP,none,none
1,16.26,,,1.626,20140908,U,CPXX,NAC,SP,none,none
2,14.6,,,,20140103,B,CB,NAC,SP,none,none
1,7.3,,,,20140107,B,CB,NAC,SP,none,none
24,175.2,,,,20140108,B,CB,NAC,SP,none,none
9,65.7,,,,20140110,B,CB,NAC,SP,none,none
1,7.3,,,,20140118,B,CB,NAC,SP,none,none
1,7.3,,,,20140121,B,CB,NAC,SP,none,none
1,7.3,,,,20140124,B,CB,NAC,SP,none,none
1,7.3,,,,20140128,B,CB,NAC,SP,none,none
11,80.3,,,,20140129,B,CB,NAC,SP,none,none
1,7.3,,,,20140130,B,CB,NAC,SP,none,none
1,7.3,,,,20140201,B,CB,NAC,SP,none,none
8,58.4,,,,20140206,B,CB,NAC,SP,none,none
6,43.8,,,,20140207,B,CB,NAC,SP,none,none
1,7.3,,,,20140210,B,CB,NAC,SP,none,none
9,65.7,,,,20140212,B,CB,NAC,SP,none,none
48,350.4,,,,20140213,B,CB,NAC,SP,none,none
2,14.6,,,,20140217,B,CB,NAC,SP,none,none
1,7.3,,,,20140218,B,CB,NAC,SP,none,none
2,14.6,,,,20140305,B,CB,NAC,SP,none,none
20,146,,,,20140306,B,CB,NAC,SP,none,none
1,7.3,,,,20140309,B,CB,NAC,SP,none,none
14,102.2,,,,20140310,B,CB,NAC,SP,none,none
1,7.3,,,,20140311,B,CB,NAC,SP,none,none
15,109.5,,,,20140312,B,CB,NAC,SP,none,none
10,73,,,,20140314,B,CB,NAC,SP,none,none
3,21.9,,,,20140319,B,CB,NAC,SP,none,none
1,7.3,,,,20140320,B,CB,NAC,SP,none,none
14,102.2,,,,20140321,B,CB,NAC,SP,none,none
32,233.6,,,,20140326,B,CB,NAC,SP,none,none
1,7.3,,,,20140327,B,CB,NAC,SP,none,none
5,36.5,,,,20140328,B,CB,NAC,SP,none,none
15,109.5,,,,20140329,B,CB,NAC,SP,none,none
4,29.2,,,,20140401,B,CB,NAC,SP,none,none
4,29.2,,,,20140403,B,CB,NAC,SP,none,none
3,21.9,,,,20140411,B,CB,NAC,SP,none,none
1,7.3,,,,20140414,B,CB,NAC,SP,none,none
1,7.3,,,,20140415,B,CB,NAC,SP,none,none
10,73,,,,20140416,B,CB,NAC,SP,none,none
1,7.3,,,,20140418,B,CB,NAC,SP,none,none
1,7.3,,,,20140426,B,CB,NAC,SP,none,none
1,7.3,,,,20140428,B,CB,NAC,SP,none,none
1,7.3,,,,20140429,B,CB,NAC,SP,none,none
3,21.9,,,,20140430,B,CB,NAC,SP,none,none
2,14.6,,,,20140502,B,CB,NAC,SP,none,none
1,7.3,,,,20140503,B,CB,NAC,SP,none,none
2,14.6,,,,20140506,B,CB,NAC,SP,none,none
9,65.7,,,,20140507,B,CB,NAC,SP,none,none
2,14.6,,,,20140508,B,CB,NAC,SP,none,none
2,14.6,,,,20140509,B,CB,NAC,SP,none,none
13,94.9,,,,20140512,B,CB,NAC,SP,none,none
2,14.6,,,,20140514,B,CB,NAC,SP,none,none
4,29.2,,,,20140515,B,CB,NAC,SP,none,none
1,7.3,,,,20140517,B,CB,NAC,SP,none,none
1,7.3,,,,20140521,B,CB,NAC,SP,none,none
1,7.3,,,,20140523,B,CB,NAC,SP,none,none
12,87.6,,,,20140526,B,CB,NAC,SP,none,none
69,503.7,,,,20140529,B,CB,NAC,SP,none,none
1,7.3,,,,20140530,B,CB,NAC,SP,none,none
2,14.6,,,,20140602,B,CB,NAC,SP,none,none
5,36.5,,,,20140604,B,CB,NAC,SP,none,none
2,14.6,,,,20140605,B,CB,NAC,SP,none,none
10,73,,,,20140610,B,CB,NAC,SP,none,none
2,14.6,,,,20140611,B,CB,NAC,SP,none,none
5,36.5,,,,20140612,B,CB,NAC,SP,none,none
15,109.5,,,,20140613,B,CB,NAC,SP,none,none
2,14.6,,,,20140617,B,CB,NAC,SP,none,none
1,7.3,,,,20140619,B,CB,NAC,SP,none,none
1,7.3,,,,20140623,B,CB,NAC,SP,none,none
1,7.3,,,,20140624,B,CB,NAC,SP,none,none
3,21.9,,,,20140627,B,CB,NAC,SP,none,none
1,7.3,,,,20140628,B,CB,NAC,SP,none,none
6,43.8,,,,20140701,B,CB,NAC,SP,none,none
152,1109.6,,,,20140703,B,CB,NAC,SP,none,none
2,14.6,,,,20140707,B,CB,NAC,SP,none,none
1,7.3,,,,20140709,B,CB,NAC,SP,none,none
1,7.3,,,0.73,20140710,B,CB,NAC,SP,none,none
2,14.6,,,,20140711,B,CB,NAC,SP,none,none
15,109.5,,,,20140714,B,CB,NAC,SP,none,none
1,7.3,,,,20140715,B,CB,NAC,SP,none,none
3,21.9,,,,20140717,B,CB,NAC,SP,none,none
33,240.9,,,,20140723,B,CB,NAC,SP,none,none
1,7.3,,,,20140724,B,CB,NAC,SP,none,none
1,7.3,,,,20140725,B,CB,NAC,SP,none,none
1,7.3,,,,20140726,B,CB,NAC,SP,none,none
2,14.6,,,,20140728,B,CB,NAC,SP,none,none
194,1416.2,,,,20140729,B,CB,NAC,SP,none,none
2,14.6,,,,20140731,B,CB,NAC,SP,none,none
3,21.9,,,,20140806,B,CB,NAC,SP,none,none
25,182.5,,,,20140812,B,CB,NAC,SP,none,none
1,7.3,,,,20140901,B,CB,NAC,SP,none,none
1,7.3,,,,20140904,B,CB,NAC,SP,none,none
2,14.6,,,,20140910,B,CB,NAC,SP,none,none
2,26.829,,,,20140212,H,CHXV,NAC,SP,none,none
1,16.26,,,,20140104,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140107,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140108,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140109,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140110,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140111,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140113,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140114,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140116,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140118,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140124,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140127,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140129,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140130,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140201,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140203,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140204,H,CHXX,NAC,SP,none,none
4,65.041,,,8.13,20140205,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140207,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140210,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140212,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140217,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140218,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140219,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140224,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140226,H,CHXX,NAC,SP,none,none
3,48.78,,,,20140304,H,CHXX,NAC,SP,none,none
4,65.041,,,,20140305,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140306,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140307,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140308,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140310,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140311,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140313,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140315,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140317,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140318,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140322,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140401,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140403,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140407,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140410,H,CHXX,NAC,SP,none,none
3,48.78,,,1.626,20140412,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140413,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140416,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140417,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140418,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140429,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140502,H,CHXX,NAC,SP,none,none
2,32.52,,,1.626,20140509,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140512,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140516,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140523,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140527,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140528,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140530,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140531,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140602,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140605,H,CHXX,NAC,SP,none,none
3,48.78,,,,20140614,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140617,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140619,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140620,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140623,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140624,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140626,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140702,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140703,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140708,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140710,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140712,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140714,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140717,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140719,H,CHXX,NAC,SP,none,none
2,32.52,,,1.626,20140721,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140724,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140725,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140728,H,CHXX,NAC,SP,none,none
1,16.26,,,1.626,20140807,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140809,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140816,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140818,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140819,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140820,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140821,H,CHXX,NAC,SP,none,none
2,32.52,,,,20140908,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140909,H,CHXX,NAC,SP,none,none
1,16.26,,,,20140910,H,CHXX,NAC,SP,none,none
1,20.325,,,,20140910,H,CHXXV,NAC,SP,none,none
9,0,,,,20140103,B,CZ,NAC,SP,none,none
6,0,,,,20140104,B,CZ,NAC,SP,none,none
6,0,,,,20140107,B,CZ,NAC,SP,none,none
6,0,,,,20140108,B,CZ,NAC,SP,none,none
10,0,,,,20140109,B,CZ,NAC,SP,none,none
10,0,,,,20140110,B,CZ,NAC,SP,none,none
3,0,,,,20140111,B,CZ,NAC,SP,none,none
9,0,,,,20140113,B,CZ,NAC,SP,none,none
10,0,,,,20140114,B,CZ,NAC,SP,none,none
4,0,,,,20140115,B,CZ,NAC,SP,none,none
5,0,,,,20140116,B,CZ,NAC,SP,none,none
11,0,,,,20140117,B,CZ,NAC,SP,none,none
2,0,,,,20140118,B,CZ,NAC,SP,none,none
2,0,,,,20140119,B,CZ,NAC,SP,none,none
6,0,,,,20140120,B,CZ,NAC,SP,none,none
6,0,,,,20140121,B,CZ,NAC,SP,none,none
7,0,,,,20140122,B,CZ,NAC,SP,none,none
9,0,,,,20140123,B,CZ,NAC,SP,none,none
17,0,,,,20140124,B,CZ,NAC,SP,none,none
2,0,,,,20140125,B,CZ,NAC,SP,none,none
8,0,,,,20140127,B,CZ,NAC,SP,none,none
9,0,,,,20140128,B,CZ,NAC,SP,none,none
6,0,,,,20140129,B,CZ,NAC,SP,none,none
11,0,,,,20140130,B,CZ,NAC,SP,none,none
13,0,,,,20140131,B,CZ,NAC,SP,none,none
5,0,,,,20140201,B,CZ,NAC,SP,none,none
7,0,,,,20140203,B,CZ,NAC,SP,none,none
5,0,,,,20140204,B,CZ,NAC,SP,none,none
3,0,,,,20140205,B,CZ,NAC,SP,none,none
7,0,,,,20140206,B,CZ,NAC,SP,none,none
9,0,,,,20140207,B,CZ,NAC,SP,none,none
4,0,,,,20140208,B,CZ,NAC,SP,none,none
7,0,,,,20140210,B,CZ,NAC,SP,none,none
12,0,,,,20140211,B,CZ,NAC,SP,none,none
3,0,,,,20140212,B,CZ,NAC,SP,none,none
6,0,,,,20140213,B,CZ,NAC,SP,none,none
5,0,,,,20140214,B,CZ,NAC,SP,none,none
5,0,,,,20140215,B,CZ,NAC,SP,none,none
8,0,,,,20140217,B,CZ,NAC,SP,none,none
11,0,,,,20140218,B,CZ,NAC,SP,none,none
5,0,,,,20140219,B,CZ,NAC,SP,none,none
4,0,,,,20140220,B,CZ,NAC,SP,none,none
4,0,,,,20140221,B,CZ,NAC,SP,none,none
3,0,,,,20140222,B,CZ,NAC,SP,none,none
7,0,,,,20140224,B,CZ,NAC,SP,none,none
6,0,,,,20140225,B,CZ,NAC,SP,none,none
2,0,,,,20140226,B,CZ,NAC,SP,none,none
2,0,,,,20140227,B,CZ,NAC,SP,none,none
7,0,,,,20140228,B,CZ,NAC,SP,none,none
2,0,,,,20140301,B,CZ,NAC,SP,none,none
7,0,,,,20140304,B,CZ,NAC,SP,none,none
7,0,,,,20140305,B,CZ,NAC,SP,none,none
3,0,,,,20140306,B,CZ,NAC,SP,none,none
15,0,,,,20140307,B,CZ,NAC,SP,none,none
2,0,,,,20140308,B,CZ,NAC,SP,none,none
4,0,,,,20140310,B,CZ,NAC,SP,none,none
10,0,,,,20140311,B,CZ,NAC,SP,none,none
5,0,,,,20140312,B,CZ,NAC,SP,none,none
8,0,,,,20140313,B,CZ,NAC,SP,none,none
7,0,,,,20140314,B,CZ,NAC,SP,none,none
3,0,,,,20140315,B,CZ,NAC,SP,none,none
2,0,,,,20140317,B,CZ,NAC,SP,none,none
6,0,,,,20140318,B,CZ,NAC,SP,none,none
5,0,,,,20140319,B,CZ,NAC,SP,none,none
10,0,,,,20140320,B,CZ,NAC,SP,none,none
8,0,,,,20140321,B,CZ,NAC,SP,none,none
2,0,,,,20140322,B,CZ,NAC,SP,none,none
10,0,,,,20140324,B,CZ,NAC,SP,none,none
4,0,,,,20140326,B,CZ,NAC,SP,none,none
8,0,,,,20140327,B,CZ,NAC,SP,none,none
10,0,,,,20140328,B,CZ,NAC,SP,none,none
4,0,,,,20140329,B,CZ,NAC,SP,none,none
6,0,,,,20140331,B,CZ,NAC,SP,none,none
16,0,,,,20140401,B,CZ,NAC,SP,none,none
8,0,,,,20140402,B,CZ,NAC,SP,none,none
13,0,,,,20140403,B,CZ,NAC,SP,none,none
13,0,,,,20140404,B,CZ,NAC,SP,none,none
1,0,,,,20140405,B,CZ,NAC,SP,none,none
4,0,,,,20140407,B,CZ,NAC,SP,none,none
9,0,,,,20140408,B,CZ,NAC,SP,none,none
7,0,,,,20140409,B,CZ,NAC,SP,none,none
13,0,,,,20140410,B,CZ,NAC,SP,none,none
9,0,,,,20140411,B,CZ,NAC,SP,none,none
6,0,,,,20140412,B,CZ,NAC,SP,none,none
7,0,,,,20140414,B,CZ,NAC,SP,none,none
8,0,,,,20140415,B,CZ,NAC,SP,none,none
9,0,,,,20140416,B,CZ,NAC,SP,none,none
7,0,,,,20140417,B,CZ,NAC,SP,none,none
4,0,,,,20140418,B,CZ,NAC,SP,none,none
3,0,,,,20140419,B,CZ,NAC,SP,none,none
4,0,,,,20140422,B,CZ,NAC,SP,none,none
9,0,,,,20140423,B,CZ,NAC,SP,none,none
10,0,,,,20140424,B,CZ,NAC,SP,none,none
12,0,,,,20140425,B,CZ,NAC,SP,none,none
3,0,,,,20140426,B,CZ,NAC,SP,none,none
4,0,,,,20140428,B,CZ,NAC,SP,none,none
10,0,,,,20140429,B,CZ,NAC,SP,none,none
8,0,,,,20140430,B,CZ,NAC,SP,none,none
10,0,,,,20140502,B,CZ,NAC,SP,none,none
3,0,,,,20140503,B,CZ,NAC,SP,none,none
1,0,,,,20140504,B,CZ,NAC,SP,none,none
3,0,,,,20140505,B,CZ,NAC,SP,none,none
6,0,,,,20140506,B,CZ,NAC,SP,none,none
3,0,,,,20140507,B,CZ,NAC,SP,none,none
8,0,,,,20140508,B,CZ,NAC,SP,none,none
12,0,,,,20140509,B,CZ,NAC,SP,none,none
5,0,,,,20140510,B,CZ,NAC,SP,none,none
13,0,,,,20140512,B,CZ,NAC,SP,none,none
7,0,,,,20140513,B,CZ,NAC,SP,none,none
12,0,,,,20140514,B,CZ,NAC,SP,none,none
8,0,,,,20140515,B,CZ,NAC,SP,none,none
14,0,,,,20140516,B,CZ,NAC,SP,none,none
7,0,,,,20140517,B,CZ,NAC,SP,none,none
8,0,,,,20140519,B,CZ,NAC,SP,none,none
8,0,,,,20140520,B,CZ,NAC,SP,none,none
6,0,,,,20140521,B,CZ,NAC,SP,none,none
8,0,,,,20140522,B,CZ,NAC,SP,none,none
9,0,,,,20140523,B,CZ,NAC,SP,none,none
6,0,,,,20140524,B,CZ,NAC,SP,none,none
14,0,,,,20140527,B,CZ,NAC,SP,none,none
5,0,,,,20140528,B,CZ,NAC,SP,none,none
13,0,,,,20140529,B,CZ,NAC,SP,none,none
12,0,,,,20140530,B,CZ,NAC,SP,none,none
5,0,,,,20140531,B,CZ,NAC,SP,none,none
7,0,,,,20140602,B,CZ,NAC,SP,none,none
15,0,,,,20140603,B,CZ,NAC,SP,none,none
4,0,,,,20140604,B,CZ,NAC,SP,none,none
13,0,,,,20140605,B,CZ,NAC,SP,none,none
13,0,,,,20140606,B,CZ,NAC,SP,none,none
2,0,,,,20140607,B,CZ,NAC,SP,none,none
4,0,,,,20140610,B,CZ,NAC,SP,none,none
8,0,,,,20140611,B,CZ,NAC,SP,none,none
5,0,,,,20140612,B,CZ,NAC,SP,none,none
5,0,,,,20140613,B,CZ,NAC,SP,none,none
8,0,,,,20140614,B,CZ,NAC,SP,none,none
6,0,,,,20140616,B,CZ,NAC,SP,none,none
7,0,,,,20140617,B,CZ,NAC,SP,none,none
7,0,,,,20140618,B,CZ,NAC,SP,none,none
12,0,,,,20140619,B,CZ,NAC,SP,none,none
9,0,,,,20140620,B,CZ,NAC,SP,none,none
5,0,,,,20140621,B,CZ,NAC,SP,none,none
10,0,,,,20140623,B,CZ,NAC,SP,none,none
12,0,,,,20140624,B,CZ,NAC,SP,none,none
9,0,,,,20140625,B,CZ,NAC,SP,none,none
5,0,,,,20140626,B,CZ,NAC,SP,none,none
7,0,,,,20140627,B,CZ,NAC,SP,none,none
3,0,,,,20140628,B,CZ,NAC,SP,none,none
4,0,,,,20140630,B,CZ,NAC,SP,none,none
10,0,,,,20140701,B,CZ,NAC,SP,none,none
20,0,,,,20140702,B,CZ,NAC,SP,none,none
13,0,,,,20140703,B,CZ,NAC,SP,none,none
10,0,,,,20140704,B,CZ,NAC,SP,none,none
6,0,,,,20140705,B,CZ,NAC,SP,none,none
11,0,,,,20140707,B,CZ,NAC,SP,none,none
12,0,,,,20140708,B,CZ,NAC,SP,none,none
4,0,,,,20140709,B,CZ,NAC,SP,none,none
5,0,,,,20140710,B,CZ,NAC,SP,none,none
12,0,,,,20140711,B,CZ,NAC,SP,none,none
4,0,,,,20140712,B,CZ,NAC,SP,none,none
9,0,,,,20140714,B,CZ,NAC,SP,none,none
3,0,,,,20140715,B,CZ,NAC,SP,none,none
1,0,,,,20140716,B,CZ,NAC,SP,none,none
10,0,,,,20140717,B,CZ,NAC,SP,none,none
7,0,,,,20140718,B,CZ,NAC,SP,none,none
3,0,,,,20140719,B,CZ,NAC,SP,none,none
2,0,,,,20140720,B,CZ,NAC,SP,none,none
4,0,,,,20140721,B,CZ,NAC,SP,none,none
16,0,,,,20140722,B,CZ,NAC,SP,none,none
4,0,,,,20140723,B,CZ,NAC,SP,none,none
10,0,,,,20140724,B,CZ,NAC,SP,none,none
12,0,,,,20140725,B,CZ,NAC,SP,none,none
5,0,,,,20140726,B,CZ,NAC,SP,none,none
6,0,,,,20140728,B,CZ,NAC,SP,none,none
12,0,,,,20140729,B,CZ,NAC,SP,none,none
3,0,,,,20140730,B,CZ,NAC,SP,none,none
9,0,,,,20140731,B,CZ,NAC,SP,none,none
10,0,,,,20140801,B,CZ,NAC,SP,none,none
4,0,,,,20140802,B,CZ,NAC,SP,none,none
7,0,,,,20140804,B,CZ,NAC,SP,none,none
9,0,,,,20140805,B,CZ,NAC,SP,none,none
9,0,,,,20140806,B,CZ,NAC,SP,none,none
9,0,,,,20140807,B,CZ,NAC,SP,none,none
8,0,,,,20140808,B,CZ,NAC,SP,none,none
3,0,,,,20140809,B,CZ,NAC,SP,none,none
10,0,,,,20140811,B,CZ,NAC,SP,none,none
3,0,,,,20140812,B,CZ,NAC,SP,none,none
10,0,,,,20140813,B,CZ,NAC,SP,none,none
1,0,,,,20140814,B,CZ,NAC,SP,none,none
5,0,,,,20140818,B,CZ,NAC,SP,none,none
9,0,,,,20140819,B,CZ,NAC,SP,none,none
15,0,,,,20140820,B,CZ,NAC,SP,none,none
6,0,,,,20140821,B,CZ,NAC,SP,none,none
11,0,,,,20140822,B,CZ,NAC,SP,none,none
4,0,,,,20140823,B,CZ,NAC,SP,none,none
5,0,,,,20140825,B,CZ,NAC,SP,none,none
8,0,,,,20140826,B,CZ,NAC,SP,none,none
11,0,,,,20140827,B,CZ,NAC,SP,none,none
9,0,,,,20140828,B,CZ,NAC,SP,none,none
8,0,,,,20140829,B,CZ,NAC,SP,none,none
3,0,,,,20140830,B,CZ,NAC,SP,none,none
5,0,,,,20140901,B,CZ,NAC,SP,none,none
5,0,,,,20140902,B,CZ,NAC,SP,none,none
5,0,,,,20140903,B,CZ,NAC,SP,none,none
10,0,,,,20140904,B,CZ,NAC,SP,none,none
10,0,,,,20140905,B,CZ,NAC,SP,none,none
2,0,,,,20140906,B,CZ,NAC,SP,none,none
5,0,,,,20140908,B,CZ,NAC,SP,none,none
6,0,,,,20140909,B,CZ,NAC,SP,none,none
6,0,,,,20140910,B,CZ,NAC,SP,none,none
16,0,,,,20140911,B,CZ,NAC,SP,none,none
13,0,,,,20140912,B,CZ,NAC,SP,none,none
9,0,,,,20140913,B,CZ,NAC,SP,none,none
1,16.26,,,,20140206,H,HXX,NAC,SP,none,none
1,16.26,,,,20140207,H,HXX,NAC,SP,none,none
1,16.26,,,,20140304,H,HXX,NAC,SP,none,none
1,16.26,,,,20140306,H,HXX,NAC,SP,none,none
