acts,rfwov,sbd,simo,disc,date,rpGroup,rp,evType,chType,crFlag,commit
1,20.325,,36.593,,20140304,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140305,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140307,H,HXXV,NAC,SP,simo,18mo
3,60.976,,109.78,,20140319,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140320,H,HXXV,NAC,SP,simo,18mo
3,60.976,,109.78,,20140327,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140329,H,HXXV,NAC,SP,simo,18mo
20,406.504,,731.87,16.26,20140331,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140405,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140410,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,4.065,20140411,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140414,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140415,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140416,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140426,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140428,H,HXXV,NAC,SP,simo,18mo
18,365.854,,658.683,8.13,20140430,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140503,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140504,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140509,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140519,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140520,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,2.033,20140526,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,2.033,20140528,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140529,H,HXXV,NAC,SP,simo,18mo
6,121.951,,219.561,4.065,20140530,H,HXXV,NAC,SP,simo,18mo
13,264.228,,475.715,4.065,20140531,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140605,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140606,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140614,H,HXXV,NAC,SP,simo,18mo
3,60.976,,109.78,2.033,20140618,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140624,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140627,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,4.065,20140628,H,HXXV,NAC,SP,simo,18mo
17,345.528,,622.089,4.065,20140630,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140701,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140703,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140704,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140710,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140715,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140718,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140719,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140722,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140726,H,HXXV,NAC,SP,simo,18mo
3,60.976,,109.78,,20140729,H,HXXV,NAC,SP,simo,18mo
4,81.301,,146.374,,20140730,H,HXXV,NAC,SP,simo,18mo
33,670.732,,1207.585,4.065,20140731,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140801,H,HXXV,NAC,SP,simo,18mo
4,81.301,,146.374,2.033,20140805,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140808,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140812,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,2.033,20140813,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140823,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140825,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,,20140828,H,HXXV,NAC,SP,simo,18mo
2,40.65,,73.187,2.033,20140829,H,HXXV,NAC,SP,simo,18mo
36,731.707,,1317.366,8.13,20140830,H,HXXV,NAC,SP,simo,18mo
6,121.951,,229.561,2.033,20140831,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,2.033,20140901,H,HXXV,NAC,SP,simo,18mo
1,20.325,,36.593,,20140913,H,HXXV,NAC,SP,simo,18mo
1,24.39,,43.911,,20140203,H,HXXX,NAC,SP,simo,18mo
1,28.455,,51.22,,20140121,H,HXXXV,NAC,SP,simo,18mo
1,28.455,,51.22,2.846,20140505,H,HXXXV,NAC,SP,simo,18mo
1,28.455,,51.22,,20140520,H,HXXXV,NAC,SP,simo,18mo
1,28.455,,51.22,,20140623,H,HXXXV,NAC,SP,simo,18mo
1,28.455,,51.22,,20140729,H,HXXXV,NAC,SP,simo,18mo
1,24.39,,43.911,,20140116,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140117,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140125,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140129,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140131,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140201,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140203,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140210,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140211,H,H2AXXX,NAC,SP,simo,18mo
3,73.171,,131.732,,20140213,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140218,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140219,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140228,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140301,H,H2AXXX,NAC,SP,simo,18mo
4,97.561,,175.642,2.439,20140306,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140310,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140314,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140315,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140317,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140318,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140320,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140324,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140327,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140401,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140403,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,4.878,20140410,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140413,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140414,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140417,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140428,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140502,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140507,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140509,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140520,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,4.878,20140521,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140529,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140602,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,6.829,20140610,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140613,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140619,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140620,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140621,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,2.439,20140625,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140627,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140704,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140705,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,6.829,20140707,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140710,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140711,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140712,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,2.439,20140715,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140716,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140723,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140805,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140808,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,,20140814,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140820,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140826,H,H2AXXX,NAC,SP,simo,18mo
2,48.78,,87.821,2.439,20140828,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,2.439,20140830,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140904,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140908,H,H2AXXX,NAC,SP,simo,18mo
3,73.171,,131.732,2.439,20140909,H,H2AXXX,NAC,SP,simo,18mo
1,24.39,,43.911,,20140911,H,H2AXXX,NAC,SP,simo,18mo
1,16.26,,,,20140116,U,COXX,NAC,TS,none,none
1,16.26,,,,20140714,U,CPXX,NAC,TS,none,none
1,16.26,,,,20140725,U,CPXX,NAC,TS,none,none
1,0,,,,20140108,B,CZ,NAC,TS,none,none
1,0,,,,20140121,B,CZ,NAC,TS,none,none
1,0,,,,20140123,B,CZ,NAC,TS,none,none
3,0,,,,20140124,B,CZ,NAC,TS,none,none
1,0,,,,20140130,B,CZ,NAC,TS,none,none
2,0,,,,20140131,B,CZ,NAC,TS,none,none
1,0,,,,20140228,B,CZ,NAC,TS,none,none
1,0,,,,20140305,B,CZ,NAC,TS,none,none
1,0,,,,20140319,B,CZ,NAC,TS,none,none
1,0,,,,20140321,B,CZ,NAC,TS,none,none
1,0,,,,20140327,B,CZ,NAC,TS,none,none
2,0,,,,20140407,B,CZ,NAC,TS,none,none
5,0,,,,20140505,B,CZ,NAC,TS,none,none
2,0,,,,20140515,B,CZ,NAC,TS,none,none
1,0,,,,20140523,B,CZ,NAC,TS,none,none
1,0,,,,20140526,B,CZ,NAC,TS,none,none
1,0,,,,20140603,B,CZ,NAC,TS,none,none
1,0,,,,20140616,B,CZ,NAC,TS,none,none
1,0,,,,20140620,B,CZ,NAC,TS,none,none
1,0,,,,20140702,B,CZ,NAC,TS,none,none
1,0,,,,20140704,B,CZ,NAC,TS,none,none
1,0,,,,20140711,B,CZ,NAC,TS,none,none
1,0,,,,20140715,B,CZ,NAC,TS,none,none
1,0,,,,20140721,B,CZ,NAC,TS,none,none
1,0,,,,20140725,B,CZ,NAC,TS,none,none
1,0,,,,20140730,B,CZ,NAC,TS,none,none
2,0,,,,20140811,B,CZ,NAC,TS,none,none
1,0,,,,20140902,B,CZ,NAC,TS,none,none
1,0,,,,20140903,B,CZ,NAC,TS,none,none
3,0,,,,20140904,B,CZ,NAC,TS,none,none
1,0,,,,20140905,B,CZ,NAC,TS,none,none
1,0,,,,20140909,B,CZ,NAC,TS,none,none
1,0,,,,20140911,B,CZ,NAC,TS,none,none
2,162.602,650.4,,32.52,20140113,U,COC,NAC,TS,sbd,24mo
1,44.715,134.15,,11.179,20140415,U,COLV,NAC,TS,sbd,24mo
1,44.715,134.15,,4.472,20140519,U,COLV,NAC,TS,sbd,24mo
1,28.455,73.17,,5.691,20140616,U,CPXXXV,NAC,TS,sbd,24mo
1,36.585,93.5,,7.317,20140616,U,CPXLV,NAC,TS,sbd,24mo
1,52.846,158.54,,13.211,20140616,U,CPLXV,NAC,TS,sbd,24mo
1,16.26,40.65,,16.26,20140205,H,CHS,NAC,TS,sbd,24mo
1,16.26,73.17,,16.26,20140206,H,CHS,NAC,TS,sbd,24mo
1,16.26,40.65,,16.26,20140207,H,CHS,NAC,TS,sbd,24mo
2,32.52,81.3,,32.52,20140211,H,CHS,NAC,TS,sbd,24mo
1,16.26,40.65,,16.26,20140214,H,CHS,NAC,TS,sbd,24mo
1,16.26,40.65,,16.26,20140428,H,CHS,NAC,TS,sbd,24mo
1,20.325,52.85,,2.033,20140324,A,CAXXV,NAC,TS,sbd,24mo
1,20.325,52.85,,4.065,20140326,A,CAXXV,NAC,TS,sbd,24mo
1,28.455,73.17,,5.691,20140616,A,CAXXXV,NAC,TS,sbd,24mo
1,28.455,73.17,,5.691,20140623,A,CAXXXV,NAC,TS,sbd,24mo
1,40.65,101.63,,8.13,20140616,A,CAL,NAC,TS,sbd,24mo
1,20.325,32.52,,,20140428,A,CAXXV,NAC,TS,sbd,18mo
1,81.301,,292.683,16.26,20140219,U,COC,NAC,TS,simo,18mo
1,81.301,,292.683,,20140527,U,COC,NAC,TS,simo,18mo
1,20.325,,36.585,2.033,20140224,U,COXXV,NAC,TS,simo,18mo
1,20.325,,36.585,,20140424,U,COXXV,NAC,TS,simo,18mo
1,28.455,,51.22,2.846,20140225,U,COXXXV,NAC,TS,simo,18mo
1,36.585,,65.935,,20140219,U,COXLV,NAC,TS,simo,18mo
1,52.846,,95.122,29.065,20140117,U,COLXV,NAC,TS,simo,18mo
1,20.325,,36.585,,20140612,U,CPXXV,NAC,TS,simo,18mo
1,20.325,,36.593,,20140630,U,CPXXV,NAC,TS,simo,18mo
1,16.26,,73.171,,20140203,H,CHS,NAC,TS,simo,18mo
1,20.325,,36.585,2.033,20140219,A,CAXXV,NAC,TS,simo,18mo
1,20.325,,36.585,2.033,20140901,A,CAXXV,NAC,TS,simo,18mo
1,28.455,,51.22,,20140613,A,CAXXXV,NAC,TS,simo,18mo
1,28.455,,51.22,2.846,20140708,A,CAXXXV,NAC,TS,simo,18mo
1,28.455,,51.22,,20140821,A,CAXXXV,NAC,TS,simo,18mo
1,40.65,,73.171,,20140203,A,CAL,NAC,TS,simo,18mo
1,7.3,,,,20140108,B,CB,P2P,SP,none,none
1,7.3,,,,20140113,B,CB,P2P,SP,none,none
1,7.3,,,,20140204,B,CB,P2P,SP,none,none
1,7.3,,,,20140317,B,CB,P2P,SP,none,none
1,7.3,,,,20140529,B,CB,P2P,SP,none,none
1,7.3,,,,20140703,B,CB,P2P,SP,none,none
1,7.3,,,,20140903,B,CB,P2P,SP,none,none
1,13.415,,,1.341,20140213,H,CHXV,P2P,SP,none,none
2,0,,,,20140104,B,CZ,P2P,SP,none,none
3,0,,,,20140107,B,CZ,P2P,SP,none,none
3,0,,,,20140108,B,CZ,P2P,SP,none,none
6,0,,,,20140109,B,CZ,P2P,SP,none,none
2,0,,,,20140110,B,CZ,P2P,SP,none,none
1,0,,,,20140111,B,CZ,P2P,SP,none,none
1,0,,,,20140113,B,CZ,P2P,SP,none,none
8,0,,,,20140114,B,CZ,P2P,SP,none,none
1,0,,,,20140115,B,CZ,P2P,SP,none,none
2,0,,,,20140116,B,CZ,P2P,SP,none,none
1,0,,,,20140117,B,CZ,P2P,SP,none,none
3,0,,,,20140121,B,CZ,P2P,SP,none,none
3,0,,,,20140123,B,CZ,P2P,SP,none,none
1,0,,,,20140127,B,CZ,P2P,SP,none,none
1,0,,,,20140128,B,CZ,P2P,SP,none,none
1,0,,,,20140129,B,CZ,P2P,SP,none,none
3,0,,,,20140131,B,CZ,P2P,SP,none,none
3,0,,,,20140201,B,CZ,P2P,SP,none,none
1,0,,,,20140203,B,CZ,P2P,SP,none,none
1,0,,,,20140205,B,CZ,P2P,SP,none,none
3,0,,,,20140206,B,CZ,P2P,SP,none,none
2,0,,,,20140207,B,CZ,P2P,SP,none,none
2,0,,,,20140208,B,CZ,P2P,SP,none,none
1,0,,,,20140210,B,CZ,P2P,SP,none,none
4,0,,,,20140211,B,CZ,P2P,SP,none,none
2,0,,,,20140213,B,CZ,P2P,SP,none,none
1,0,,,,20140214,B,CZ,P2P,SP,none,none
2,0,,,,20140215,B,CZ,P2P,SP,none,none
2,0,,,,20140217,B,CZ,P2P,SP,none,none
1,0,,,,20140219,B,CZ,P2P,SP,none,none
2,0,,,,20140221,B,CZ,P2P,SP,none,none
1,0,,,,20140222,B,CZ,P2P,SP,none,none
1,0,,,,20140224,B,CZ,P2P,SP,none,none
2,0,,,,20140225,B,CZ,P2P,SP,none,none
2,0,,,,20140226,B,CZ,P2P,SP,none,none
1,0,,,,20140228,B,CZ,P2P,SP,none,none
2,0,,,,20140301,B,CZ,P2P,SP,none,none
2,0,,,,20140304,B,CZ,P2P,SP,none,none
1,0,,,,20140305,B,CZ,P2P,SP,none,none
2,0,,,,20140306,B,CZ,P2P,SP,none,none
1,0,,,,20140307,B,CZ,P2P,SP,none,none
3,0,,,,20140310,B,CZ,P2P,SP,none,none
1,0,,,,20140312,B,CZ,P2P,SP,none,none
4,0,,,,20140313,B,CZ,P2P,SP,none,none
2,0,,,,20140317,B,CZ,P2P,SP,none,none
1,0,,,,20140318,B,CZ,P2P,SP,none,none
1,0,,,,20140319,B,CZ,P2P,SP,none,none
6,0,,,,20140320,B,CZ,P2P,SP,none,none
3,0,,,,20140321,B,CZ,P2P,SP,none,none
5,0,,,,20140324,B,CZ,P2P,SP,none,none
1,0,,,,20140326,B,CZ,P2P,SP,none,none
2,0,,,,20140327,B,CZ,P2P,SP,none,none
4,0,,,,20140328,B,CZ,P2P,SP,none,none
2,0,,,,20140401,B,CZ,P2P,SP,none,none
1,0,,,,20140402,B,CZ,P2P,SP,none,none
2,0,,,,20140404,B,CZ,P2P,SP,none,none
2,0,,,,20140405,B,CZ,P2P,SP,none,none
1,0,,,,20140407,B,CZ,P2P,SP,none,none
1,0,,,,20140408,B,CZ,P2P,SP,none,none
4,0,,,,20140409,B,CZ,P2P,SP,none,none
2,0,,,,20140410,B,CZ,P2P,SP,none,none
2,0,,,,20140411,B,CZ,P2P,SP,none,none
1,0,,,,20140412,B,CZ,P2P,SP,none,none
1,0,,,,20140414,B,CZ,P2P,SP,none,none
2,0,,,,20140415,B,CZ,P2P,SP,none,none
1,0,,,,20140416,B,CZ,P2P,SP,none,none
6,0,,,,20140417,B,CZ,P2P,SP,none,none
1,0,,,,20140423,B,CZ,P2P,SP,none,none
2,0,,,,20140424,B,CZ,P2P,SP,none,none
3,0,,,,20140425,B,CZ,P2P,SP,none,none
2,0,,,,20140426,B,CZ,P2P,SP,none,none
1,0,,,,20140429,B,CZ,P2P,SP,none,none
4,0,,,,20140430,B,CZ,P2P,SP,none,none
2,0,,,,20140505,B,CZ,P2P,SP,none,none
4,0,,,,20140506,B,CZ,P2P,SP,none,none
1,0,,,,20140509,B,CZ,P2P,SP,none,none
1,0,,,,20140510,B,CZ,P2P,SP,none,none
1,0,,,,20140512,B,CZ,P2P,SP,none,none
1,0,,,,20140515,B,CZ,P2P,SP,none,none
1,0,,,,20140519,B,CZ,P2P,SP,none,none
4,0,,,,20140520,B,CZ,P2P,SP,none,none
1,0,,,,20140522,B,CZ,P2P,SP,none,none
2,0,,,,20140524,B,CZ,P2P,SP,none,none
2,0,,,,20140526,B,CZ,P2P,SP,none,none
1,0,,,,20140527,B,CZ,P2P,SP,none,none
2,0,,,,20140530,B,CZ,P2P,SP,none,none
1,0,,,,20140602,B,CZ,P2P,SP,none,none
3,0,,,,20140605,B,CZ,P2P,SP,none,none
1,0,,,,20140606,B,CZ,P2P,SP,none,none
1,0,,,,20140607,B,CZ,P2P,SP,none,none
1,0,,,,20140609,B,CZ,P2P,SP,none,none
2,0,,,,20140610,B,CZ,P2P,SP,none,none
1,0,,,,20140612,B,CZ,P2P,SP,none,none
2,0,,,,20140613,B,CZ,P2P,SP,none,none
5,0,,,,20140614,B,CZ,P2P,SP,none,none
8,0,,,,20140616,B,CZ,P2P,SP,none,none
2,0,,,,20140617,B,CZ,P2P,SP,none,none
1,0,,,,20140618,B,CZ,P2P,SP,none,none
3,0,,,,20140619,B,CZ,P2P,SP,none,none
3,0,,,,20140620,B,CZ,P2P,SP,none,none
2,0,,,,20140621,B,CZ,P2P,SP,none,none
5,0,,,,20140623,B,CZ,P2P,SP,none,none
1,0,,,,20140624,B,CZ,P2P,SP,none,none
3,0,,,,20140626,B,CZ,P2P,SP,none,none
2,0,,,,20140627,B,CZ,P2P,SP,none,none
3,0,,,,20140628,B,CZ,P2P,SP,none,none
4,0,,,,20140630,B,CZ,P2P,SP,none,none
5,0,,,,20140701,B,CZ,P2P,SP,none,none
2,0,,,,20140703,B,CZ,P2P,SP,none,none
3,0,,,,20140707,B,CZ,P2P,SP,none,none
3,0,,,,20140708,B,CZ,P2P,SP,none,none
1,0,,,,20140709,B,CZ,P2P,SP,none,none
3,0,,,,20140710,B,CZ,P2P,SP,none,none
1,0,,,,20140712,B,CZ,P2P,SP,none,none
1,0,,,,20140714,B,CZ,P2P,SP,none,none
1,0,,,,20140715,B,CZ,P2P,SP,none,none
6,0,,,,20140717,B,CZ,P2P,SP,none,none
2,0,,,,20140718,B,CZ,P2P,SP,none,none
1,0,,,,20140719,B,CZ,P2P,SP,none,none
4,0,,,,20140721,B,CZ,P2P,SP,none,none
1,0,,,,20140722,B,CZ,P2P,SP,none,none
1,0,,,,20140723,B,CZ,P2P,SP,none,none
3,0,,,,20140724,B,CZ,P2P,SP,none,none
1,0,,,,20140726,B,CZ,P2P,SP,none,none
2,0,,,,20140728,B,CZ,P2P,SP,none,none
3,0,,,,20140729,B,CZ,P2P,SP,none,none
4,0,,,,20140730,B,CZ,P2P,SP,none,none
3,0,,,,20140731,B,CZ,P2P,SP,none,none
1,0,,,,20140802,B,CZ,P2P,SP,none,none
1,0,,,,20140805,B,CZ,P2P,SP,none,none
1,0,,,,20140806,B,CZ,P2P,SP,none,none
1,0,,,,20140807,B,CZ,P2P,SP,none,none
2,0,,,,20140808,B,CZ,P2P,SP,none,none
1,0,,,,20140812,B,CZ,P2P,SP,none,none
1,0,,,,20140813,B,CZ,P2P,SP,none,none
2,0,,,,20140814,B,CZ,P2P,SP,none,none
1,0,,,,20140816,B,CZ,P2P,SP,none,none
1,0,,,,20140818,B,CZ,P2P,SP,none,none
1,0,,,,20140819,B,CZ,P2P,SP,none,none
1,0,,,,20140821,B,CZ,P2P,SP,none,none
1,0,,,,20140822,B,CZ,P2P,SP,none,none
1,0,,,,20140823,B,CZ,P2P,SP,none,none
2,0,,,,20140827,B,CZ,P2P,SP,none,none
1,0,,,,20140828,B,CZ,P2P,SP,none,none
2,0,,,,20140829,B,CZ,P2P,SP,none,none
3,0,,,,20140830,B,CZ,P2P,SP,none,none
1,0,,,,20140901,B,CZ,P2P,SP,none,none
5,0,,,,20140904,B,CZ,P2P,SP,none,none
3,0,,,,20140905,B,CZ,P2P,SP,none,none
2,0,,,,20140906,B,CZ,P2P,SP,none,none
4,0,,,,20140908,B,CZ,P2P,SP,none,none
4,0,,,,20140909,B,CZ,P2P,SP,none,none
3,0,,,,20140912,B,CZ,P2P,SP,none,none
2,0,,,,20140913,B,CZ,P2P,SP,none,none
1,20.325,,,4.065,20140411,U,COXXV,P2P,SP,none,none
1,16.26,,,1.626,20140225,H,CHXX,P2P,SP,none,none
1,16.26,,,,20140802,H,CHXX,P2P,SP,none,none
1,16.26,,,,20140903,H,CHXX,P2P,SP,none,none
1,20.325,,,2.033,20140403,H,CHXXV,P2P,SP,none,none
1,20.325,,,,20140624,H,CHXXV,P2P,SP,none,none
1,81.301,325.2,,16.26,20140103,U,COC,P2P,SP,sbd,24mo
2,162.602,650.4,,,20140107,U,COC,P2P,SP,sbd,24mo
2,162.602,650.4,,32.52,20140111,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,,20140113,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140116,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140121,U,COC,P2P,SP,sbd,24mo
2,162.602,650.403,,16.26,20140122,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,16.26,20140125,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,,20140130,U,COC,P2P,SP,sbd,24mo
2,162.602,660.4,,,20140131,U,COC,P2P,SP,sbd,24mo
2,162.602,650.4,,24.39,20140201,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140203,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140206,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,16.26,20140214,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140220,U,COC,P2P,SP,sbd,24mo
3,243.902,975.6,,,20140225,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140227,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140228,U,COC,P2P,SP,sbd,24mo
2,162.602,650.403,,,20140314,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,8.13,20140317,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,8.13,20140320,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,8.13,20140322,U,COC,P2P,SP,sbd,24mo
2,162.602,650.403,,32.52,20140328,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140401,U,COC,P2P,SP,sbd,24mo
3,243.902,975.603,,16.26,20140403,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,24.39,20140408,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,8.13,20140411,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,24.39,20140414,U,COC,P2P,SP,sbd,24mo
2,162.602,650.4,,48.78,20140416,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,8.13,20140417,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,24.39,20140419,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,16.26,20140425,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,8.13,20140426,U,COC,P2P,SP,sbd,24mo
2,162.602,650.4,,48.78,20140430,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,24.39,20140502,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,,20140515,U,COC,P2P,SP,sbd,24mo
2,162.602,650.4,,8.13,20140516,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,8.13,20140519,U,COC,P2P,SP,sbd,24mo
1,81.301,325.203,,8.13,20140520,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,8.13,20140529,U,COC,P2P,SP,sbd,24mo
1,81.301,325.2,,24.39,20140603,U,COC,P2P,SP,sbd,24mo
8,130.081,325.2,,11.382,20140102,U,COXX,P2P,SP,sbd,24mo
26,422.764,1192.774,,16.26,20140103,U,COXX,P2P,SP,sbd,24mo
7,113.821,326.509,,6.504,20140104,U,COXX,P2P,SP,sbd,24mo
19,308.943,824.802,,11.382,20140107,U,COXX,P2P,SP,sbd,24mo
12,195.122,529.757,,3.252,20140108,U,COXX,P2P,SP,sbd,24mo
